Plateforme,Utilisateur,Nombre de commentaires,Position Géographique,Date,Avis,Notes sur 5
rippling.com,Andrea Johnson,1 review,US,"Oct 10, 2022","Clear and ConciseRippling made signing up for my new benefits simple and fast. The process was easy to follow and very clear.Date of experience: October 10, 2022",5
rippling.com,Akmyrat Myradov,1 review,US,"Oct 10, 2022Invited","Great and intuitive benefit selection flowRippling platform has great benefit selection flow, it's intuitive and some questions have default answers which makes great sense.Date of experience: October 10, 2022",5
rippling.com,John O'Donnell,1 review,US,"Oct 10, 2022Invited","Very easy to useVery easy to use! Has all of the policy info you need. It took me less than 5 minutes to select my insurance plansDate of experience: October 10, 2022",5
rippling.com,Rachel K.,1 review,US,"Oct 8, 2022Invited","Rippling makes tracking benefits easy!Rippling has made it extremely easy to accomplish import tasks (like signing up for benefits) and has made tracking benefits a breeze. I spent about 10 minutes this week reviewing company policies within Rippling so I could make informed decisions about how to best take advantage of them before the year ends and Rippling made it extremely easy to surface all the info I needed in order to do so!Date of experience: October 07, 2022",5
rippling.com,Steven Contreras,1 review,US,"Oct 8, 2022Invited","Adding dependent to insurance was a breeze!I had to add my husband onto my insurance as he lost coverage and thought it would be a daunting task. Rippling walked me through the steps in easy-to-follow steps --with questions and answers along the way if I needed them--and I was done in like 10 minutes? I was shocked how fast and easy it was!Date of experience: October 07, 2022",5
rippling.com,Susannah,1 review,US,"Oct 7, 2022Invited","5 startsSo easy to use and great plan options! Makes picking insurance so easy for a newbie :)Date of experience: October 07, 2022",5
rippling.com,Aidan Smith,1 review,US,"Oct 6, 2022Invited","Delightful Software for EveryoneThis software is great. I've used it at every company I've worked out, and never failed to be delighted by it.Date of experience: October 06, 2022",5
rippling.com,Ricardo Conte,1 review,US,"Oct 6, 2022Invited","Great ExperienceEasy, fast and a very efficient experience. Súper recomendable.Date of experience: October 06, 2022",5
rippling.com,Dave Hurst,1 review,US,"Oct 6, 2022Invited","LOVE RipplingEverything is super easy to find.  My insurance, my time sheets, time off requests, and paystubs.  I love how accessible everything is, and I am SO glad we switched over to rippling.  Highly recommend!Date of experience: October 06, 2022",5
rippling.com,Fabio Ferrante,1 review,US,"Oct 6, 2022Invited","Simply great.My experienxe with rippling started slightly over a year ago and since day 1 everything was super clear and well organized. Helps a lot to keep all the information needed just one click away!Loving it so far!Date of experience: October 05, 2022",5
rippling.com,Anonymous,1 review,US,"Oct 6, 2022Invited","Rippling has been very easy to use with…Rippling has been very easy to use with no problems at all !Date of experience: September 01, 2022",5
rippling.com,Nick,1 review,US,"Oct 5, 2022Invited","Quite professional and easy to useQuite professional and easy to use. A+Date of experience: October 05, 2022",5
rippling.com,Sara B,1 review,US,"Oct 5, 2022Invited","Rippling making HR tasks easier!Rippling has been great to use and work with. It has been super easy to use from an employee standpoint and it's great that everything with pay, policies and insurance is in once place. I wish I had this at my last company!Date of experience: October 05, 2022",5
rippling.com,Samantha Arnold,1 review,US,"Oct 5, 2022Invited","Rippling is (hands down) the best HR…Rippling is (hands down) the best HR software I have ever used. I have been with several different companies (small businesses, enterprises etc) and none of them have used Rippling (so sad). The company I currently work for uses Rippling and I AM IN LOVE! It is SUPER user friendly. It puts my ""tasks"" at the top of the screen so I can easily see what needs to be done before a deadline. In the past, I have always had to ask my employer where things were located on a HR software. With Rippling, it is absolutely easy to navigate. This is a huge time saver. So happy my company partners with Rippling.Date of experience: October 05, 2022",5
rippling.com,Rainie Li,1 review,US,"Oct 5, 2022Invited","Great Experience with RipplingRippling has made my life much easier! I was able to request time-off and change insurance plans in a convenient and straightforward way. Love the experience! Definitely recommend giving it a try :)Date of experience: October 05, 2022",5
rippling.com,Sadia Al-Hilo,1 review,US,"Oct 5, 2022Invited","Rippling is very user friendly and the…Rippling is very user friendly and the UI is very clean and aesthetic.Date of experience: October 05, 2022",5
rippling.com,Cameron Siasi,1 review,US,"Oct 5, 2022Invited","Rippling is the most straight forward…Rippling is the most straight forward workplace software I've used. Great user interface, making everything important easy to access.Date of experience: October 05, 2022",5
rippling.com,Kaytlyn Clous,4 reviews,US,"Oct 5, 2022Invited","Incredibly useful & user friendly!Incredibly useful all while being super simple & user friendly- even for those on the team that are not superbly tech savvy.Date of experience: October 04, 2022",5
rippling.com,Martin Schneider,1 review,US,"Oct 4, 2022Invited","Simple, effective HR managementThe app is really straightforward and fairly easy to navigate. The benefit enrollment process is easy and prompts you with everything you need. The single sign on with related apps 9like our 401k provider) is a nice touch. Overall, a solid user experience.Date of experience: October 04, 2022",4
rippling.com,Reagan Nickl,1 review,US,"Oct 4, 2022Invited","Simple. Useful. EffectiveWe use Rippling at our startup and it has been a breeze to find and work with the org chart, select benefits, etc.Date of experience: October 04, 2022",5
rippling.com,Adam L,1 review,US,"Oct 4, 2022Invited","Easiest onboarding in 25 years as an IT professionalGoing through benefit elections is usually a complicated process that involves multiple systems or forms to different companies/individuals. Rippling has managed to systematize this into a single and straightforward workflow, with clearly associated deadlines. Each step was well summarized for steps that needed no additional context (like, for me, HSA elections) and there were consistent ways to “dig deeper” when I needed more detail to make an informed election (e.g. accident insurance). The breakdown and cost at the end helped me understand the impact of the elections as well as confirmed that I didn’t make a mistake at one of the steps (e.g. I could see my dependents listed for each applicable benefit). Overall it was a really great offering and I’m now discovering how simple it is for managing earnings statements and even for finding contact info for my colleagues.Date of experience: October 03, 2022",5
rippling.com,Casey Cardin,1 review,US,"Oct 4, 2022Invited","Having everything in one locationHaving everything in one location where I can find everything from my benefits breakdown, time-off overview and all paystubs is very convenient. The app is just as nice so I can get the info i need when I need it.Date of experience: September 30, 2022",5
rippling.com,Gregory Pisacane,1 review,US,"Oct 3, 2022Invited","Rippling - Accessible & Effective!Rippling has been simple and easy to use from day one. As an employee, it's a useful tool to take care of HR tasks and also find important information without hassle. From vacation requests to open enrollment, Rippling has been consistently painless and frankly enjoyable to use. Keep up the good work!Date of experience: October 03, 2022",5
rippling.com,Hilda Yamel Medina,1 review,US,"Oct 3, 2022Invited","user friendlyuser friendly; cost explained easilyDate of experience: October 03, 2022",5
rippling.com,Martin Heitzmann,1 review,US,"Oct 3, 2022Invited","Very intuitive and easy to navigateVery intuitive and easy to navigate.  Messaging and instructions are timely and easy to follow.Date of experience: October 03, 2022",5
rippling.com,Bianca Valencia Barraza,1 review,US,"Oct 3, 2022Invited","I honestly really enjoy using RipplingI honestly really enjoy using Rippling, I've used other employee sites before and it can get a little complicated. Rippling is straight to the point and easy to use.Date of experience: October 03, 2022",5
rippling.com,Tammie Peeples,1 review,US,"Oct 3, 2022Invited","Website is easy to use and easy to…Website is easy to use and easy to edit.  ThanksDate of experience: October 03, 2022",5
rippling.com,Deanna Dahlinger,1 review,US,"Oct 3, 2022Invited","Rippling has been a breeze...Rippling has been a breeze in terms of payroll, benefits,  onboarding, and PTO. Very user friendly and easy to navigate. Their notification features always help me stay on track for my tasks. I would highly recommend for all your HR needs!Date of experience: October 03, 2022",5
rippling.com,Loretta Imonikhe,1 review,NG,"Oct 3, 2022Invited","Rippling has been a great HR management…Rippling has been a great HR management and IT management platformDate of experience: October 03, 2022",5
rippling.com,Jonathan Gonzalez,1 review,US,"Sep 30, 2022Invited","Best app for record keepingIn all honesty, Rippling has made my life easier when it comes to keeping track of my hours, benefits and submitting time off request. The app is not only user friendly but easy to navigate through. I would 100% recommend this app to any business or corporation.Date of experience: September 30, 2022",5
rippling.com,Val A,1 review,US,"Sep 30, 2022Invited","Best HRIS I've ever usedRippling is the best HRIS I've ever used, they have a ton of cool features that help make life of HR professionals much easier. A few examples: templates for contracts and employment agreements, schedule terminations in advance (and they take care of payroll deductions and such!), amazing onboarding workflow that automates 100% of onboarding, data manager, reports function and so on. Also they keep adding new features monthly. Super happy we decided to implement it a year ago!Date of experience: September 30, 2022",5
rippling.com,Sash,1 review,US,"Sep 30, 2022Invited","Rippling offers a seamless experience…Rippling offers a seamless experience for the new employee - everything from the offer letter to benefits are on a single platform which results in a very convenient experience. The UI is modern and visually pleasing.Date of experience: September 28, 2022",5
rippling.com,Dane Woodland,1 review,US,"Sep 29, 2022Invited","Choosing my benefits on Rippling was a…Choosing my benefits on Rippling was a breeze. The functionality was smooth and made me feel comfortable making my choices.Date of experience: September 29, 2022",5
rippling.com,Niki Price,1 review,US,"Sep 29, 2022Invited","Love RipplingRippling is so easy to use and very fast with any questions. Would highly recommend.Date of experience: September 28, 2022",5
rippling.com,Prasad Krishnamurthy,1 review,US,"Sep 28, 2022Invited","Rippling was easy to use and friendlyRippling was easy to use and friendly. The pending tasks and reminders were good when I onboarded, so you know your open tasks and completed on time.Date of experience: September 01, 2022",5
rippling.com,Brian McFadden,1 review,US,"Sep 28, 2022Invited","Easy to use and makes handling employee…Easy to use and makes handling employee forms and information a real smooth process.Date of experience: September 28, 2022",5
rippling.com,Peter B,1 review,US,"Sep 28, 2022Invited","It was easy for our team to get…It was easy for our team to get onboarded. Rippling offered a better selection of benefits that were important to our team, and it's been easy to submit HSA dependent care receipts, and navigate the interface. This was an upgrade from our previous provider.Date of experience: August 15, 2022",5
rippling.com,Tehrynn Albrecht,1 review,US,"Sep 28, 2022Invited","It's that time of year again🥁…Enrollment Season🙃It's that time of year again🥁 Enrollment season🙃Anything insurance-related is normally a day spent with a headache, but honestly using Ripping is so easy, it took less than 5 minutes. My company uses it for everything. Our time-off requests, payroll, FSA, policy reviews, etc. It's super easy and understandable to use!  Customer service is great too! I only had to use them once(misunderstanding on my part) and there was no issues. Anytime I get paid or I need to complete a training, I get notifications when I log in, as well as reminder emails! I wouldn't know what to do without it😅Date of experience: September 27, 2022",5
rippling.com,Ann Kimminau,1 review,US,"Sep 27, 2022Invited","Little Usage so FarI’ve used it only for a very short time, but it’s very conducive with Quickbooks!  I hear great things about it so I look forward to diving in deeper with it!Date of experience: September 27, 2022",5
rippling.com,Spencer C.,1 review,US,"Sep 27, 2022Invited","Does the job better than any I've seenRippling is hands-down the best HR management portal I've used. The interface is incredibly user-friendly and makes it easy to manage my benefits. I've used other HR software in the past with other employers. Some of them made it so difficult to find info about the benefits I'm paying for each month that I almost certainly left money on the table. Rippling is different. S/o for making such a simple and effective product.Date of experience: September 27, 2022",5
rippling.com,Ashley,1 review,US,"Sep 27, 2022Invited","Rippling is so seamlessRippling is so seamless, I don't even realize what's being done in the background when it comes to benefit and security management tasks. The automated notifications keep me on track and completing them takes little to time at all.Date of experience: September 26, 2022",5
rippling.com,Swati Attivilli,1 review,US,"Sep 26, 2022Invited","I came across this app in my new…I came across this app in my new company, the app is useful and made my transition so smooth . I can find my insurance benefits, tax statement, Payroll, time and attendance all in one place. I have to enroll for my medical insurance in mid year due to a life changing event, i thought it's going to be a hassle , but to my surprise with in 15 mins I was all set .Date of experience: September 26, 2022",5
rippling.com,Veronica Horton,1 review,US,"Sep 26, 2022Invited","Easy to use - so happy my company uses RipplingI really like using Rippling because its very user friendly in a few different ways - I can easily find things, things are explained well when it comes to documents, and its easy to use with my company. I also like the way the website looks, as its straightforward and I do not feel overwhelm when looking for my time off or payroll. When I was filling out paperwork for my company, its also very easy to complete all my tasks and I get reminder emails to complete things in case I did not or got distracted! I really enjoy using rippling and happy my company uses them.Date of experience: July 11, 2022",5
rippling.com,Karan Dhabalia,1 review,US,"Sep 26, 2022Invited","Easy to use and very intuitive to…Easy to use and very intuitive to navigate!Date of experience: September 26, 2022",5
rippling.com,Troy Miller,1 review,US,"Sep 26, 2022Invited","HR MADE EASY - Rippling is awesome!Rippling makes HR super simple and easy! The dashboard is easy to navigate whether it's requesting PTO, enrollment for benefits, or checking compensation. Our company has been using Rippling since I've been here and it's awesome!Date of experience: September 26, 2022",5
rippling.com,Max Slus,1 review,US,"Sep 26, 2022Invited","Easy, Simple, Effective Management SystemRippling made it super easy to provide my employer with all the necessary documents and made the whole process super easy. Checking in on documents that were already submitted is made super easy and convenient too.Date of experience: September 26, 2022",5
rippling.com,Cesar Duque,1 review,US,"Sep 26, 2022Invited","Rippling makes my life easierRippling makes my life easier, as an employee i don't have to be jumping from one place to another to manage different things, i really like that, all i need to know regarding, insurance, payments, benefits and more is in one single place.Date of experience: September 26, 2022",5
rippling.com,Sinan Goral,1 review,US,"Sep 26, 2022Invited","Rippling makes life easierHaving our startup tied into Ripping makes things more efficient and streamlined. It's great to have a one-stop-shop for all things related to open enrollment, org charts and HR, pay information, and more. Rippling's integration with 2FA also makes things nice and secure. Couldn't be happier.Date of experience: September 26, 2022",5
rippling.com,David Nguyen,1 review,US,"Sep 26, 2022Invited","Intuitive and Spectacular UXRippling is an over-encompassing HR tool that streamlines and centralizes many different HR processes. With traditional tools I've encountered in the past, it has not even come close to Rippling's functionality and ease of use. Rippling has made it extremely simple to navigate and has taken the complexities and pain out of interacting with my benefits and direct deposits. Heck, sometimes I randomly stroll around on the website and read into all the employee information that's presented to me.Date of experience: September 25, 2022",5
rippling.com,SKM,1 review,US,"Sep 24, 2022Invited","Open EnrollmentEasy to use, timely and informative.Date of experience: September 24, 2022",5
rippling.com,Alex Leinweber,1 review,US,"Sep 24, 2022Invited","Admin/Manager Use CaseAs an admin/manager using Rippling for my employees, the tool is very easy to use for reports, tracking, PTO requests, etc. It's also great from a regular user standpoint as it's incredibly intuitive and works well with our product suite for SSO.Date of experience: September 24, 2022",5
rippling.com,Shadi Youssef,1 review,US,"Sep 24, 2022Invited","Human Resources SimplifiedRippling is a wonderful product! It makes any and all HR related tasks so much easier. I would recommend it to any company searching for a platform to manage their human resources operations.Date of experience: September 23, 2022",5
rippling.com,Leslea Osborne,1 review,US,"Sep 23, 2022Invited","Super efficientSuper efficient! Love how easy it is to use!Date of experience: September 23, 2022",5
rippling.com,Steven Atherton,1 review,US,"Sep 23, 2022Invited","Rippling is very user friendlyRippling is very user friendly.  I would recommend it to anyone looking to update their HR software.Date of experience: September 23, 2022",5
rippling.com,Georgina Martinez Jimenez,1 review,US,"Sep 23, 2022Invited","Rippling is great and has made my work…Rippling is great and has made my work life easier! It's user friendly, very organized not hard to find things compared to other apps. It is easy to navigate and has great tools! I'd highly recommend getting rippling as an employee my employer has made tracking my stuff easier and I'm not waiting on an email response Rippling has everything straight and forward.Date of experience: September 23, 2022",5
rippling.com,Meghan Galvin,1 review,US,"Sep 23, 2022Invited","Great user experience with RipplingRippling makes it very easy to see all of my important HR related items in one space. The interface is incredibly user friendly and I love the email reminders to help ensure I'm meeting deadlines.Date of experience: September 23, 2022",5
rippling.com,Charmaine Manglicmot,1 review,US,"Sep 23, 2022Invited","Insurance BenefitsOur company had to complete our annual Insurance enrollment. Rippling's platform was so easy to navigate and user-friendly. Thank you!Date of experience: September 23, 2022",5
rippling.com,Victoria Michaels,1 review,US,"Sep 23, 2022Invited","Easy to useRippling is incredibly easy to use. I find it intuitive and seamless - whether it's requesting time off or electing benefits, I never wonder where something is or how to access a resource.Date of experience: September 22, 2022",5
rippling.com,Olatunji Onigbanjo,1 review,US,"Sep 22, 2022Invited","Smooth all-around user interface.Date of experience: September 22, 2022",5
rippling.com,Jennifer Torres,1 review,US,"Sep 22, 2022Invited","Rippling is a great tool that makes it…Rippling is a great tool that makes it easy to find all things needed from upcoming tasks, pay stubs, requesting time off and any important notifications from my employer. I have never used such an easy all in 1 platform!Date of experience: September 22, 2022",5
rippling.com,David Sims,1 review,US,"Sep 22, 2022Invited","Rippling Is AwesomeRippling is super easy to navigate and everything is explained in a manner that is easy to digest. The options to choose from are great. Wonderful experience!Date of experience: September 22, 2022",5
rippling.com,Susan Alvarez,1 review,US,"Sep 22, 2022Invited","Just completed my open enrollment…Just completed my open enrollment packet.  Very easy and I love the fact I can view my benefit information right on the Rippling app.Date of experience: September 22, 2022",5
rippling.com,Kirsten Laurie,1 review,US,"Sep 22, 2022Invited","Super easy to complete and took no time…Super easy to complete and took no time at all.Date of experience: September 21, 2022",5
rippling.com,Edgardo Gonzalez,1 review,US,"Sep 22, 2022Invited","love ripplingDate of experience: September 21, 2022",5
rippling.com,Christopher Pritchard,1 review,US,"Sep 21, 2022Invited","Rippling is a great platform for all…Rippling is a great platform for all things HR. It's super easy to access information on benefits/insurance, schedule time off, and much more.Date of experience: September 20, 2022",5
rippling.com,Tara Brown,2 reviews,US,"Sep 21, 2022Invited","5 months of perfection!I've been using Rippling for 5 months now, and it has been an absolutely wonderful experience! With other services I have spent a lot of time working out issues over the phone - time that would have been much better spent on work. Rippling has been seamless from the start, and it's refreshing working with a company that has the necessary support in place, should I need it. But guess what? I don't need it because with Rippling I have nothing but an amazing experience every single time I use it!Date of experience: September 21, 2022",5
rippling.com,Shruti Nair,1 review,US,"Sep 21, 2022Invited","Rippling is easy to useRippling is easy to use, and I love the entire user experience!Date of experience: September 21, 2022",5
rippling.com,Jeremiah Bates,1 review,US,"Sep 21, 2022Invited","Rippling Makes life easyRippling is easy to use, simple yet intuitive user interface. Prior to using Rippling we used a Zenefits. Since switching,  Rippling has made life so much easier.Date of experience: September 21, 2022",5
rippling.com,Matthew,1 review,US,"Sep 21, 2022Invited","No More New Hire Dread with RipplingI always dread filling out new employee paperwork but was amazed at how quickly I did with Rippling.  It made my experience as a new hire so much better.  The summary at the end was also very helpful.Date of experience: September 21, 2022",5
rippling.com,Jonathan Fulton,1 review,US,"Updated Sep 21, 2022Invited","Rippling - overall a great product that I highly recommendRippling makes it super easy to handle all things HR.  They were responsible for sending me my laptop just before I started my new gig.  They made it super easy to fill out all the paperwork required to sign my offer for the new opportunity as well.  They also make it super easy during open enrollment to select all your benefits appropriately.  I would highly recommend using Rippling to handle your HR needs.Date of experience: September 20, 2022",5
rippling.com,Rebecca F.,1 review,US,"Sep 21, 2022Invited","Life Made Easier With RipplingFrom the language to the color palette, Rippling is a person-centered platform. I often feel overwhelmed and intimidated when thinking about payroll and benefits, but Rippling makes these confusing topics palatable. I rarely have to click more than twice to find an answer to a question. When open enrollment time came around this year, Rippling provided concise and clear resources so that I felt prepared to make changes to my HSA account.Date of experience: September 20, 2022",5
rippling.com,Sean McKillop,1 review,US,"Sep 21, 2022Invited","Onboarding completionLatest interaction was to complete my benefits election as part of my onboarding process. The effort was well organized - and allowed me to see my options and what the impacts of my choices were. I also had previously updated my withholding. That was ok - but the statements don’t line up 1:1 with the W4 form. I’d also like to see a paycheck calculator.Date of experience: September 19, 2022",5
rippling.com,Mattie Pearson,1 review,US,"Sep 20, 2022Invited","Rippling is extremely user friendly and…Rippling is extremely user friendly and contains everything I need to know pertaining to work, work dates, work opportunities, tasks, medical/dental/vision benefits, and work concerns. It is by far the best application I have used at a company so far.Date of experience: September 18, 2022",5
rippling.com,Ehsan M,1 review,US,"Sep 20, 2022Invited","Straight forward to Use and UnderstandStraight forward to use, easy to understand the structure. Most user endpoints are easy to find and accessible. The only area to improve is help section where some niche cases might not be addressed.Date of experience: September 20, 2022",5
rippling.com,Jacob Jones,1 review,US,"Sep 20, 2022Invited","Simply the Best.Truly so easy and intuitive to use.  Best operations platform I have ever had to use.Date of experience: September 20, 2022",5
rippling.com,Amy Dahill,1 review,US,"Sep 20, 2022Invited","Very easy to use AppVery easy to use App!  Was able to find everything I was looking for simply and print it out.  I would recommend this to most businesses!Date of experience: September 09, 2022",5
rippling.com,Tyler J.,1 review,US,"Sep 20, 2022Invited","Rippling has turned a new leaf in HR softwareI've been using Rippling with my company for the past 6 months and this software has turned a new leaf in my HR Management experience. Previous HR software has consistently been negative & an ""avoid at all costs"" mentality. Rippling changed that. It's easy to use with it's app-like OS & information is intuitively presented when performing tasks. Great onboarding experience as well as a new employee. Highly recommend.Date of experience: September 19, 2022",5
rippling.com,Amelia Chowdhury,1 review,US,"Sep 20, 2022Invited","Rippling is super easy to use and keeps…Rippling is super easy to use and keeps me up to date on all my benefits. I can always log in and find what I need. Great platform.Date of experience: September 20, 2022",5
rippling.com,Matt Jaye,1 review,US,"Sep 20, 2022Invited","Great user interface and intuitivenessRippling is super easy to use and gives me access to everything that I need to easily manage my benefits. Would highly recommend.Date of experience: September 20, 2022",5
rippling.com,Steve Ng,1 review,US,"Sep 20, 2022Invited","Use Rippling as your HR benefits assistantEmployer has been using Rippling from day 1 of my employment. Great online support for orientation, learning about benefits. Very easy to use to make changes to benefits, or to re-enroll each year.  Rippling also provides easy access to tax and payroll info. All this in one login. Totally recommend if you want to make life easier.Date of experience: September 20, 2022",5
rippling.com,Brian Watroba,1 review,US,"Sep 20, 2022Invited","Simple, easy, and usefulSimple, easy, and useful! I like how Rippling filters out most of the difficult details of managing my company's HR topics. When I land on the dashboard, it's easy to find what I'm looking for. They're also great at sending emails when I need reminders to fill things out or take specific trainings, but it's never intrusive. I'd definitely use them for my own business if I were looking for HR softwareDate of experience: September 19, 2022",5
rippling.com,Alissa Efteland,1 review,US,"Sep 19, 2022Invited","Rippling makes HR tasks so easy and…Rippling makes HR tasks so easy and accessible! I love using it and having such a seamless interface to access all of my insurance and payroll information. Highly recommended!Date of experience: September 19, 2022",5
rippling.com,Stefanie Bough,1 review,US,"Sep 19, 2022Invited","I was recently hired at a company that…I was recently hired at a company that uses Rippling and it made the onboarding experience seamless. It's extremely easy to use, very intuitive and made sure I didn't forget any trainings/documents etc. It equally houses all the important information in one spot so I don't have to sign into several different accounts to access necessary company info.Date of experience: September 19, 2022",5
rippling.com,Wendi Carlock,1 review,US,"Sep 19, 2022Invited","Customer Service has been very helpfulCustomer Service has been very helpful.  Every section is very easy to navigate and understand.Date of experience: September 19, 2022",5
rippling.com,Jessica Lundquist,1 review,US,"Sep 19, 2022Invited","User friendly!Rippling has been nothing but easy to use! It makes payroll, healthcare, and benefit information completely user friendly! I’d highly recommend.Date of experience: September 18, 2022",5
rippling.com,KYLE MCKAY,1 review,US,"Sep 19, 2022Invited","Corporate ControllerAs a Corporate Controller, I cannot stress how EASY this platform is. It’s everything ADP and Gusto wants to be BUT BETTER. Looking forward to processing payroll for the first time ever.Date of experience: September 18, 2022",5
rippling.com,Regie S.,1 review,US,"Sep 18, 2022Invited","A great HR tool for companiesI found my experience using Rippling's website very easy to navigate. The website's layout helped me sign up for my company's open enrollment for insurance. I like that I was able to access the information I needed which made it very efficient to complete. It's nice to be able to get information about my payroll, benefits, and request PTO all on Rippling's website. This makes it fast and easy!Date of experience: September 16, 2022",5
rippling.com,Kris LaBonne,1 review,US,"Sep 16, 2022Invited","Rippling's got it all!Rippling has everything we need to take care of our employees!  It is the easiest, most intuitive HRIS platform I've ever used or seen.  I love all of the app integrations because it allows my HR team to be more efficient when analyzing background checks, onboarding, employee recognition, and everything in between.Date of experience: September 16, 2022",5
rippling.com,Amy Ely-McKane,1 review,US,"Sep 16, 2022Invited","Rippling is an amazing platform that's so easy to use!Rippling is an amazing platform that makes accessing all of my benefits and important employee details in one place! The easy to navigate and access the content that I need and has great support.Thanks, Rippling for making things so easy and slick to use!Date of experience: September 16, 2022",5
rippling.com,Kendall Seay,1 review,US,"Sep 16, 2022Invited","Rippling Employee ExperienceRippling is a great tool from the employee perspective. I've used a variety of options in my professional career and find that Rippling is intuitive, easy to navigate, and a clean user experience.Date of experience: September 16, 2022",5
rippling.com,Patrick Phillips,1 review,US,"Sep 16, 2022Invited","The app and site are very easy to use…The app and site are very easy to use and navigate as well as being very comprehensive.  The appearance of the site is very simple but I believe it's the best way to present it and serves its purpose.Date of experience: September 16, 2022",5
rippling.com,Christine Kim,1 review,US,"Sep 16, 2022Invited","Rippling is the bestI've used many different HR platforms, and Rippling has been my favorite. It's modern and easy to navigate and manage as an employee. I'd recommend any company to try it out and they'll agree.Date of experience: September 15, 2022",5
rippling.com,Christopher Hart,1 review,US,"Sep 15, 2022Invited","No one probably enjoys using HR…No one probably enjoys using HR software, but Rippling makes it way more bearable than other apps I’ve been subjected to. It’s fast, intuitive and really well designed. The only thing I might change is introducing a little more color to differentiate between sections and options.. might make the UI more scannable.Date of experience: September 14, 2022",4
rippling.com,Mahesh G,1 review,US,"Sep 15, 2022Invited","Awesome experienceAwesome experience.  Easy to use and straightforward.Date of experience: September 01, 2022",5
rippling.com,Lena D,1 review,US,"Sep 15, 2022Invited","Great website for the work environment!Rippling is super easy to use! I've been using it for my new job and it's incredibly user friendly. I couldn't ask for an easier website :-)Date of experience: September 15, 2022",5
rippling.com,Bill Wong,1 review,US,"Sep 15, 2022Invited","Rippling is goodRippling has been a great experience for me. I have been a user of Rippling for about a year now and it has always been on time and convenient. The user interface is also very easy to navigate.Date of experience: September 15, 2022",5
rippling.com,Jacques Lyakov,1 review,US,"Sep 15, 2022Invited","Rippling has simplified our lives by making HR easyRippling has simplified our lives by providing an electronic HR solution. It makes looking at my payroll and benefits extremely easy while also making open enrollment easy to understand!Date of experience: September 15, 2022",5
rippling.com,Lindsay L.,1 review,US,"Sep 15, 2022Invited","Out of all the HRIS I've usedOut of all the HRIS I've used, Rippling has worked the best. Rippling is super simple to navigate, has all the necessary features, and integrates perfectly with our ATS which is crucial.Date of experience: September 15, 2022",5
rippling.com,Jennifer,1 review,US,"Sep 15, 2022Invited","We recently switched to Rippling at…We recently switched to Rippling at work, and I'm loving it. It's a pretty slick tool to see all benefits at a glance from vacation to insurance.Date of experience: September 15, 2022",5
rippling.com,Tucker Moffitt,1 review,US,"Sep 15, 2022Invited","Very user friendly and simpleDate of experience: June 01, 2022",5
rippling.com,Kimberly Upchurch,1 review,US,"Sep 15, 2022Invited","The Rippling benefit enrollment process was simple and efficient!The Rippling benefit enrollment was simple and fast.  Also, I was able to quickly get my questions answered by customer support.  I would highly recommend this HR platform. Also, great options are provided.Date of experience: September 14, 2022",5
rippling.com,Joao Marcelo Rocha Belmonte,1 review,US,"Sep 14, 2022Invited","UI is easy to use!Rippling's UI is very intuitive and easy to use!Date of experience: September 14, 2022",5
rippling.com,Amy King,1 review,US,"Sep 14, 2022Invited","Time saver!My employer changed to Rippling a couple of months ago.  It has saved me so much time in so many areas.  I would highly recommend Rippling to any business needing this sort of platform.Date of experience: September 14, 2022",5
rippling.com,Carl Fischer,2 reviews,US,"Sep 14, 2022Invited","Very happy using RipplingVery happy using Rippling. Easy to set up and very helpful support when and if needed.Date of experience: September 14, 2022",5
rippling.com,Julio Conde Calderon,1 review,US,"Sep 14, 2022Invited","Rippling is a good work tool and the…Rippling is a good work tool and the most I like is that it allows me to self-manage everything related to my benefits. My only complaint is that sometimes in the mobile application is a bit slow.Date of experience: September 14, 2022",4
rippling.com,Scott Horowitz,1 review,US,"Sep 14, 2022Invited","Great software for HRI have experienced HR software at a former company but Rippling is so much easier and better. It is extremely easy to use such as viewing your pay stub, checking on HSA account balance, submitting your requested time off and more.Date of experience: September 14, 2022",5
rippling.com,Zach,1 review,US,"Sep 13, 2022Invited","10/10 Recommend - very user friendlyThe company I work for use Rippling for everything related to human resources such as payroll, benefits, and vacation tracking. Overall, this is the best platform i've used so far. Very smooth and user friendly. I've never encountered an issue with the website.Date of experience: September 13, 2022",5
rippling.com,D.C,1 review,US,"Sep 13, 2022Invited","Rippling is super easy to useRippling is super easy to use. It's a one-stop shop for all HR needs. Love using Rippling!Date of experience: September 13, 2022",5
rippling.com,Cheyenne Botana,1 review,US,"Sep 13, 2022Invited","Great for admin reports in a flashThis is simply the most straightforward user friendly way to create reports. I use it everyday. I have only been on the platform a short time and have found it to be very intuitive and I appreciate that.Date of experience: September 13, 2022",5
rippling.com,Michael Rabinowitz,1 review,US,"Sep 13, 2022Invited","Easy to useEasy to use. Much simpler than ADPDate of experience: September 13, 2022",5
rippling.com,Andrew Perrotta,2 reviews,US,"Sep 13, 2022Invited","Very easy to use and navigateAs an employee, the website and app are very easy to learn and use compared to all of the other payroll apps I've used. It tells you all the information you would need to know about each area based on your personal account. Highly recommend using Rippling over any other program!Date of experience: September 12, 2022",5
